year,team,date_game,game_location,opp_name,goals,opp_goals,game_outcome,overtimes,shots,pen_min,goals_pp,chances_pp,goals_sh,shots_against,pen_min_opp,goals_against_pp,opp_chances_pp,goals_against_sh,corsi_for,corsi_against,corsi_pct,fenwick_for,fenwick_against,fenwick_pct,faceoff_wins,faceoff_losses,faceoff_percentage,zs_offense_pct,pdo
1988,WSH,1987-10-22,A,Philadelphia Flyers,4,1,W,,32,16,0,,0,22,18,1,,0,,,,,,,,,,,
1988,WSH,1987-10-24,H,Montreal Canadiens,2,3,L,,27,14,0,,0,23,14,0,,0,,,,,,,,,,,
1988,WSH,1987-10-27,A,Vancouver Canucks,3,2,W,,18,33,1,,1,33,31,1,,0,,,,,,,,,,,
1984,WSH,1983-10-25,A,Pittsburgh Penguins,1,0,W,,25,15,0,,0,26,19,,,,,,,,,,,,,,
1984,WSH,1983-10-26,A,New Jersey Devils,2,0,W,,33,10,1,,0,18,6,,,,,,,,,,,,,,
1982,WSH,1981-11-07,H,New York Rangers,1,3,L,,32,10,0,,0,29,12,0,,0,,,,,,,,,,,
1982,WSH,1981-11-11,H,Pittsburgh Penguins,2,3,L,,33,55,2,,0,29,51,1,,0,,,,,,,,,,,
1978,WSH,1977-11-20,A,Buffalo Sabres,2,5,L,,22,0,0,,0,41,2,0,,0,,,,,,,,,,,
1978,WSH,1977-11-23,H,Atlanta Flames,2,2,T,,23,0,0,,0,22,8,0,,0,,,,,,,,,,,
1981,WSH,1980-11-05,H,Los Angeles Kings,3,5,L,,37,8,0,,0,21,12,1,,0,,,,,,,,,,,
1981,WSH,1980-11-08,H,Buffalo Sabres,3,3,T,,34,4,0,,0,28,6,1,,0,,,,,,,,,,,
1983,WSH,1982-11-07,H,Hartford Whalers,6,2,W,,42,55,1,,0,21,55,1,,0,,,,,,,,,,,
1983,WSH,1982-11-08,A,New Jersey Devils,2,2,T,,26,45,1,,0,20,35,1,,0,,,,,,,,,,,
1985,WSH,1984-11-10,A,New Jersey Devils,2,2,T,OT,31,16,1,,0,24,12,2,,0,,,,,,,,,,,
1985,WSH,1984-11-13,H,Minnesota North Stars,3,3,T,OT,35,11,0,,0,26,17,2,,0,,,,,,,,,,,
1980,WSH,1979-11-07,H,Winnipeg Jets,6,3,W,,49,8,0,,0,15,8,0,,0,,,,,,,,,,,
1980,WSH,1979-11-10,H,Buffalo Sabres,3,5,L,,31,24,0,,0,23,24,2,,0,,,,,,,,,,,
1977,WSH,1976-11-19,H,Boston Bruins,1,4,L,,16,0,0,,0,34,4,0,,0,,,,,,,,,,,
1977,WSH,1976-11-21,H,Colorado Rockies,3,1,W,,32,4,0,,0,18,2,0,,0,,,,,,,,,,,
