year,team,date_game,game_location,opp_name,goals,opp_goals,game_outcome,overtimes,shots,pen_min,goals_pp,chances_pp,goals_sh,shots_against,pen_min_opp,goals_against_pp,opp_chances_pp,goals_against_sh,corsi_for,corsi_against,corsi_pct,fenwick_for,fenwick_against,fenwick_pct,faceoff_wins,faceoff_losses,faceoff_percentage,zs_offense_pct,pdo
2002,CHI,2001-10-09,A,Edmonton Oilers,0,1,L,,11,27,0,,0,29,21,0,,0,,,,,,,,,,,
2001,CHI,2000-10-07,A,Columbus Blue Jackets,5,3,W,,25,24,1,,0,21,20,0,,0,,,,,,,,,,,
2001,CHI,2000-10-12,H,Detroit Red Wings,0,4,L,,23,12,0,,0,19,12,1,,1,,,,,,,,,,,
2000,CHI,1999-10-15,H,Toronto Maple Leafs,1,2,L,,26,8,1,,0,25,6,1,,0,,,,,,,,,,,
2000,CHI,1999-10-16,A,Pittsburgh Penguins,3,3,T,OT,25,10,1,,0,33,21,1,,0,,,,,,,,,,,
1990,CHI,1989-10-22,H,Los Angeles Kings,7,4,W,,36,8,1,,0,29,2,0,,0,,,,,,,,,,,
1995,CHI,1995-02-01,A,Edmonton Oilers,7,0,W,,17,42,3,,0,22,55,,,,,,,,,,,,,,
1995,CHI,1995-02-03,A,Calgary Flames,4,3,W,OT,31,17,2,,0,30,17,1,,0,,,,,,,,,,,
1999,CHI,1998-10-24,H,Nashville Predators,5,4,W,,25,18,1,,0,23,20,1,,1,,,,,,,,,,,
1999,CHI,1998-10-28,A,Carolina Hurricanes,0,2,L,,21,4,0,,0,23,4,0,,0,,,,,,,,,,,
1998,CHI,1997-10-19,H,Buffalo Sabres,5,2,W,,47,13,1,,0,17,29,1,,0,,,,,,,,,,,
1998,CHI,1997-10-22,A,New York Rangers,1,0,W,,23,15,0,,0,31,17,,,,,,,,,,,,,,
1991,CHI,1990-10-25,H,Washington Capitals,3,2,W,OT,24,12,1,,0,32,10,2,,0,,,,,,,,,,,
1991,CHI,1990-10-27,A,Boston Bruins,4,5,L,,31,40,0,,0,26,18,0,,0,,,,,,,,,,,
1992,CHI,1991-10-22,A,Pittsburgh Penguins,4,4,T,OT,37,28,2,,0,31,22,2,,0,,,,,,,,,,,
1992,CHI,1991-10-24,H,Calgary Flames,2,5,L,,26,28,1,,0,18,36,3,,0,,,,,,,,,,,
1994,CHI,1993-10-26,H,St. Louis Blues,9,2,W,,33,32,3,,0,26,38,0,,2,,,,,,,,,,,
1994,CHI,1993-10-28,H,Toronto Maple Leafs,2,4,L,,48,26,0,,0,24,14,1,,0,,,,,,,,,,,
1989,CHI,1988-11-03,H,Minnesota North Stars,4,1,W,,27,18,1,,1,27,16,1,,0,,,,,,,,,,,
1987,CHI,1986-11-15,A,St. Louis Blues,3,4,L,,30,14,1,,0,34,10,1,,0,,,,,,,,,,,
1987,CHI,1986-11-16,H,Toronto Maple Leafs,3,7,L,,47,19,0,,0,35,23,1,,2,,,,,,,,,,,
1993,CHI,1992-11-01,H,San Jose Sharks,4,4,T,OT,44,22,3,,1,34,20,2,,0,,,,,,,,,,,
1993,CHI,1992-11-03,A,Washington Capitals,1,4,L,,27,10,0,,0,25,14,1,,0,,,,,,,,,,,
1996,CHI,1995-10-21,A,St. Louis Blues,4,1,W,,32,72,2,,0,34,64,0,,0,,,,,,,,,,,
1997,CHI,1996-10-06,A,St. Louis Blues,4,1,W,,31,13,0,,0,37,11,0,,0,,,,,,,,,,,
1997,CHI,1996-10-09,H,Mighty Ducks of Anaheim,0,2,L,,26,15,0,,0,19,13,0,,1,,,,,,,,,,,
2004,CHI,2003-10-10,A,Colorado Avalanche,0,5,L,,31,19,0,,0,29,17,2,,0,,,,,,,,,,,
1988,CHI,1987-11-20,A,New Jersey Devils,2,5,L,,25,36,2,,0,38,10,1,,0,,,,,,,,,,,
1988,CHI,1987-11-22,H,Vancouver Canucks,3,2,W,,27,30,0,,0,37,21,0,,1,,,,,,,,,,,
1988,CHI,1987-11-25,A,Los Angeles Kings,4,6,L,,40,43,2,,0,30,65,2,,0,,,,,,,,,,,
2003,CHI,2002-10-13,H,Buffalo Sabres,3,0,W,,32,19,1,,1,26,19,,,,,,,,,,,,,,
2003,CHI,2002-10-17,H,Florida Panthers,4,1,W,,42,18,1,,0,16,34,0,,0,,,,,,,,,,,
2008,CHI,2007-10-06,H,Detroit Red Wings,4,3,W,SO,27,19,0,,1,26,13,2,,0,,,,,,,,,,,
2008,CHI,2007-10-10,H,San Jose Sharks,1,2,L,,17,19,0,,0,32,11,2,,0,,,,,,,,,,,
2007,CHI,2006-10-05,A,Nashville Predators,8,6,W,,33,28,2,,1,40,14,1,,0,,,,,,,,,,,
2006,CHI,2005-10-05,H,Mighty Ducks of Anaheim,3,5,L,,39,25,1,,0,24,25,2,,2,,,,,,,,,,,
2002,CHI,2001-10-11,H,Phoenix Coyotes,3,0,W,,17,41,0,,1,33,27,,,,,,,,,,,,,,
2002,CHI,2001-10-12,A,Minnesota Wild,4,6,L,,37,20,1,,0,21,21,4,,0,,,,,,,,,,,
2001,CHI,2000-10-14,A,Montreal Canadiens,4,5,L,OT,25,18,1,,0,28,14,1,,0,,,,,,,,,,,
2001,CHI,2000-10-15,H,Columbus Blue Jackets,2,1,W,,31,6,1,,0,16,16,0,,0,,,,,,,,,,,
2000,CHI,1999-10-21,H,Mighty Ducks of Anaheim,5,5,T,OT,27,11,2,,0,27,21,2,,0,,,,,,,,,,,
2000,CHI,1999-10-23,H,Detroit Red Wings,0,1,L,,17,20,0,,0,23,6,0,,0,,,,,,,,,,,
1990,CHI,1989-10-24,A,Detroit Red Wings,5,3,W,,30,8,2,,0,29,8,1,,0,,,,,,,,,,,
1990,CHI,1989-10-26,H,Montreal Canadiens,5,3,W,,39,10,2,,0,26,6,1,,0,,,,,,,,,,,
1995,CHI,1995-02-05,A,Vancouver Canucks,9,4,W,,24,28,3,,0,32,28,2,,0,,,,,,,,,,,
1995,CHI,1995-02-07,A,Mighty Ducks of Anaheim,3,0,W,,22,20,1,,0,16,16,,,,,,,,,,,,,,
1999,CHI,1998-10-30,H,Florida Panthers,3,7,L,,33,66,1,,0,25,42,3,,1,,,,,,,,,,,
1999,CHI,1998-11-01,H,Calgary Flames,1,4,L,,25,18,1,,0,19,14,1,,1,,,,,,,,,,,
1998,CHI,1997-10-24,H,Dallas Stars,0,2,L,,22,17,0,,0,27,21,1,,0,,,,,,,,,,,
1998,CHI,1997-10-26,H,Carolina Hurricanes,2,3,L,,24,8,0,,0,21,12,1,,0,,,,,,,,,,,
1991,CHI,1990-10-28,H,Montreal Canadiens,2,1,W,OT,39,25,1,,0,22,33,1,,0,,,,,,,,,,,
1992,CHI,1991-10-26,A,Hartford Whalers,4,2,W,,27,37,2,,0,26,18,1,,0,,,,,,,,,,,
1992,CHI,1991-10-27,H,Boston Bruins,3,6,L,,27,31,1,,1,22,16,2,,0,,,,,,,,,,,
1994,CHI,1993-10-30,A,Pittsburgh Penguins,3,4,L,,34,10,1,,0,46,6,1,,0,,,,,,,,,,,
1994,CHI,1993-10-31,H,Philadelphia Flyers,6,9,L,,32,27,2,,0,25,18,2,,0,,,,,,,,,,,
1989,CHI,1988-11-05,A,Minnesota North Stars,5,5,T,OT,37,21,2,,0,32,20,3,,0,,,,,,,,,,,
1987,CHI,1986-11-19,H,Los Angeles Kings,4,4,T,OT,38,26,3,,0,46,30,2,,0,,,,,,,,,,,
1993,CHI,1992-11-05,H,Toronto Maple Leafs,1,0,W,,29,16,0,,0,23,18,,,,,,,,,,,,,,
1993,CHI,1992-11-07,A,Quebec Nordiques,7,4,W,,32,20,1,,0,28,10,1,,0,,,,,,,,,,,
1996,CHI,1995-10-22,H,Philadelphia Flyers,5,4,W,,23,17,0,,0,31,13,1,,0,,,,,,,,,,,
