year,team,date_game,game_location,opp_name,goals,opp_goals,game_outcome,overtimes,shots,pen_min,goals_pp,chances_pp,goals_sh,shots_against,pen_min_opp,goals_against_pp,opp_chances_pp,goals_against_sh,corsi_for,corsi_against,corsi_pct,fenwick_for,fenwick_against,fenwick_pct,faceoff_wins,faceoff_losses,faceoff_percentage,zs_offense_pct,pdo
1929,NYR,1929-01-28,H,Montreal Canadiens,0,1,L,,0,17,0,,0,0,14,1,,0,,,,,,,,,,,
1927,NYR,1927-02-12,A,Pittsburgh Pirates,3,2,W,OT,0,4,0,,0,0,2,0,,0,,,,,,,,,,,
1927,NYR,1927-02-15,A,Ottawa Senators,2,2,T,OT,0,8,0,,0,0,8,0,,0,,,,,,,,,,,
1930,NYR,1930-01-12,A,Chicago Black Hawks,1,2,L,,0,39,0,,0,0,33,0,,0,,,,,,,,,,,
1930,NYR,1930-01-14,H,Detroit Cougars,3,0,W,,0,6,0,,0,0,8,0,,0,,,,,,,,,,,
1928,NYR,1928-01-31,H,Montreal Maroons,3,1,W,,0,10,0,,0,0,8,0,,0,,,,,,,,,,,
1928,NYR,1928-02-04,A,Pittsburgh Pirates,2,4,L,,0,15,0,,0,0,16,0,,0,,,,,,,,,,,
1932,NYR,1932-01-05,H,Montreal Maroons,2,0,W,,0,18,0,,0,0,18,0,,0,,,,,,,,,,,
1932,NYR,1932-01-05,H,Montreal Maroons,2,0,W,,0,18,0,,0,0,18,0,,0,,,,,,,,,,,
1932,NYR,1932-01-07,A,Montreal Maroons,3,4,L,,0,8,0,,0,0,2,0,,0,,,,,,,,,,,
1931,NYR,1931-01-11,H,Chicago Black Hawks,0,2,L,,0,17,0,,0,0,12,0,,0,,,,,,,,,,,
1931,NYR,1931-01-13,A,Boston Bruins,2,2,T,OT,0,21,0,,0,0,12,0,,0,,,,,,,,,,,
1934,NYR,1933-12-09,A,Montreal Canadiens,4,2,W,,0,6,1,,0,0,6,0,,1,,,,,,,,,,,
1933,NYR,1932-12-11,H,Boston Bruins,3,1,W,OT,0,16,0,,0,0,17,0,,0,,,,,,,,,,,
1933,NYR,1932-12-13,A,Montreal Canadiens,1,1,T,OT,0,10,0,,0,0,10,1,,0,,,,,,,,,,,
1929,NYR,1929-01-22,H,Toronto Maple Leafs,1,0,W,,0,8,0,,0,0,17,0,,0,,,,,,,,,,,
1929,NYR,1929-01-24,A,Pittsburgh Pirates,3,1,W,,0,4,0,,0,0,0,0,,0,,,,,,,,,,,
1927,NYR,1927-02-17,H,Montreal Maroons,1,4,L,,0,12,0,,0,0,16,0,,0,,,,,,,,,,,
1927,NYR,1927-02-20,H,Boston Bruins,3,1,W,,0,6,0,,0,0,6,0,,0,,,,,,,,,,,
1930,NYR,1930-01-18,A,Pittsburgh Pirates,6,5,W,,0,6,0,,0,0,6,0,,0,,,,,,,,,,,
1930,NYR,1930-01-19,H,Chicago Black Hawks,4,1,W,,0,16,0,,0,0,12,0,,0,,,,,,,,,,,
1928,NYR,1928-02-07,H,Ottawa Senators,0,0,T,OT,0,2,0,,0,0,2,0,,0,,,,,,,,,,,
