year,team,date_game,game_location,opp_name,goals,opp_goals,game_outcome,overtimes,shots,pen_min,goals_pp,chances_pp,goals_sh,shots_against,pen_min_opp,goals_against_pp,opp_chances_pp,goals_against_sh,corsi_for,corsi_against,corsi_pct,fenwick_for,fenwick_against,fenwick_pct,faceoff_wins,faceoff_losses,faceoff_percentage,zs_offense_pct,pdo
1939,TOR,1938-11-10,A,Montreal Canadiens,2,0,W,,0,0,0,,0,0,0,0,,0,,,,,,,,,,,
1940,TOR,1939-11-04,H,Boston Bruins,5,0,W,,0,11,1,,1,0,9,0,,0,,,,,,,,,,,
1938,TOR,1937-11-14,A,Chicago Black Hawks,3,3,T,OT,0,4,0,,0,0,0,1,,0,,,,,,,,,,,
1938,TOR,1937-11-18,A,Montreal Canadiens,6,6,T,OT,0,11,2,,0,0,6,0,,0,,,,,,,,,,,
1936,TOR,1935-11-26,A,Boston Bruins,2,1,W,,0,22,0,,0,0,4,0,,0,,,,,,,,,,,
1936,TOR,1935-11-30,H,Montreal Canadiens,8,3,W,,0,15,2,,0,0,9,1,,0,,,,,,,,,,,
1937,TOR,1936-11-22,A,Detroit Red Wings,2,4,L,,0,10,0,,0,0,6,0,,0,,,,,,,,,,,
1937,TOR,1936-11-24,A,New York Rangers,1,5,L,,0,12,0,,0,0,10,2,,0,,,,,,,,,,,
1931,TOR,1931-01-06,A,Ottawa Senators,2,2,T,OT,0,12,0,,0,0,6,0,,0,,,,,,,,,,,
1931,TOR,1931-01-08,H,Montreal Maroons,1,0,W,,0,8,0,,0,0,15,0,,0,,,,,,,,,,,
1934,TOR,1933-12-09,H,Chicago Black Hawks,1,0,W,,0,6,0,,0,0,4,0,,0,,,,,,,,,,,
1934,TOR,1933-12-12,A,Boston Bruins,4,1,W,,0,40,0,,1,0,20,0,,0,,,,,,,,,,,
1929,TOR,1929-01-17,H,Montreal Canadiens,1,1,T,OT,0,10,0,,0,0,13,0,,1,,,,,,,,,,,
1929,TOR,1929-01-20,A,Detroit Cougars,1,2,L,,0,12,0,,0,0,8,0,,0,,,,,,,,,,,
1927,TOR,1927-02-05,H,Boston Bruins,1,0,W,,0,17,0,,0,0,26,0,,0,,,,,,,,,,,
1927,TOR,1927-02-08,A,Montreal Maroons,0,3,L,,0,8,0,,0,0,4,0,,0,,,,,,,,,,,
1927,TOR,1927-02-10,H,New York Rangers,2,3,L,,0,8,0,,0,0,8,1,,0,,,,,,,,,,,
1928,TOR,1928-02-02,A,Montreal Canadiens,4,3,W,,0,20,0,,0,0,17,0,,0,,,,,,,,,,,
1928,TOR,1928-02-04,H,Detroit Cougars,2,0,W,,0,8,0,,0,0,10,0,,0,,,,,,,,,,,
1933,TOR,1932-12-22,A,New York Americans,0,1,L,,0,13,0,,0,0,13,0,,0,,,,,,,,,,,
1933,TOR,1932-12-24,H,Chicago Black Hawks,1,2,L,,0,10,0,,0,0,14,1,,0,,,,,,,,,,,
1930,TOR,1930-01-07,A,New York Americans,1,1,T,OT,0,2,0,,0,0,6,0,,0,,,,,,,,,,,
