year,team,date_game,game_location,opp_name,goals,opp_goals,game_outcome,overtimes,shots,pen_min,goals_pp,chances_pp,goals_sh,shots_against,pen_min_opp,goals_against_pp,opp_chances_pp,goals_against_sh,corsi_for,corsi_against,corsi_pct,fenwick_for,fenwick_against,fenwick_pct,faceoff_wins,faceoff_losses,faceoff_percentage,zs_offense_pct,pdo
2007,SJS,2006-10-12,A,Edmonton Oilers,4,6,L,,23,13,3,,0,32,23,2,,0,,,,,,,,,,,
2007,SJS,2006-10-13,A,Vancouver Canucks,6,4,W,,37,16,0,,1,26,16,1,,0,,,,,,,,,,,
1995,SJS,1995-02-18,H,Mighty Ducks of Anaheim,3,6,L,,29,6,0,,0,24,8,1,,0,,,,,,,,,,,
1995,SJS,1995-02-20,A,Chicago Blackhawks,2,3,L,,20,8,0,,0,28,12,0,,0,,,,,,,,,,,
2000,SJS,1999-10-16,A,Washington Capitals,3,2,W,,24,8,2,,0,29,10,0,,0,,,,,,,,,,,
2000,SJS,1999-10-19,A,New York Rangers,2,1,W,,29,12,2,,0,27,10,1,,0,,,,,,,,,,,
2003,SJS,2002-10-27,A,Chicago Blackhawks,2,3,L,,36,21,1,,1,21,21,3,,0,,,,,,,,,,,
2003,SJS,2002-10-29,A,Detroit Red Wings,2,3,L,,20,16,1,,0,22,8,2,,0,,,,,,,,,,,
1998,SJS,1997-10-29,A,Detroit Red Wings,3,4,L,,34,6,1,,0,29,10,1,,0,,,,,,,,,,,
1998,SJS,1997-10-31,A,Chicago Blackhawks,3,5,L,,29,8,2,,0,25,14,0,,0,,,,,,,,,,,
1992,SJS,1991-11-14,H,Detroit Red Wings,3,3,T,OT,29,16,0,,0,31,18,0,,0,,,,,,,,,,,
1992,SJS,1991-11-14,H,Detroit Red Wings,3,3,T,OT,29,16,0,,0,31,18,0,,0,,,,,,,,,,,
1992,SJS,1991-11-16,A,Vancouver Canucks,0,1,L,,20,10,0,,0,31,8,0,,1,,,,,,,,,,,
1996,SJS,1995-11-11,H,Detroit Red Wings,2,5,L,,15,14,0,,0,35,14,2,,1,,,,,,,,,,,
1996,SJS,1995-11-14,H,New York Islanders,3,5,L,,28,6,0,,0,32,2,1,,1,,,,,,,,,,,
1994,SJS,1993-11-09,H,Toronto Maple Leafs,2,2,T,OT,26,6,1,,0,30,23,0,,0,,,,,,,,,,,
1994,SJS,1993-11-11,A,Dallas Stars,0,4,L,,20,45,0,,0,24,32,1,,0,,,,,,,,,,,
1999,SJS,1998-11-07,H,St. Louis Blues,2,2,T,OT,17,6,0,,0,25,12,0,,0,,,,,,,,,,,
1999,SJS,1998-11-10,H,Nashville Predators,2,4,L,,35,10,1,,0,20,14,0,,0,,,,,,,,,,,
2009,SJS,2008-10-11,H,Los Angeles Kings,3,1,W,,41,8,0,,1,13,12,1,,0,48,27,64.0,39,15,72.2,21,15,58.3,67.2,106.7
2009,SJS,2008-10-12,A,Los Angeles Kings,1,0,W,,19,10,0,,0,21,16,,,,44,34,56.4,33,23,58.9,16,14,53.3,50.0,106.7
2008,SJS,2007-10-05,A,Vancouver Canucks,3,1,W,,31,8,0,,0,23,14,0,,0,,,,,,,,,,,
2008,SJS,2007-10-07,A,Colorado Avalanche,2,6,L,,26,19,1,,0,25,21,2,,0,,,,,,,,,,,
2012,SJS,2011-10-14,A,Anaheim Ducks,0,1,L,,31,6,0,,0,23,10,0,,0,49,40,55.1,35,30,53.8,21,13,61.8,46.2,94.4
2012,SJS,2011-10-15,H,St. Louis Blues,2,4,L,,36,8,1,,0,20,6,0,,0,60,38,61.2,39,26,60.0,25,17,59.5,65.2,78.4
2004,SJS,2003-10-21,H,Mighty Ducks of Anaheim,0,2,L,,34,17,0,,0,27,13,0,,0,,,,,,,,,,,
2004,SJS,2003-10-23,H,Chicago Blackhawks,3,3,T,OT,37,18,2,,0,36,10,1,,1,,,,,,,,,,,
2011,SJS,2010-10-09,H,Columbus Blue Jackets,2,3,L,OT,35,8,2,,0,25,16,1,,0,39,36,52.0,26,26,50.0,17,10,63.0,50.0,90.5
2011,SJS,2010-10-16,H,Atlanta Thrashers,2,4,L,,39,13,1,,0,28,13,1,,1,48,43,52.7,37,32,53.6,33,20,62.3,50.5,95.4
1993,SJS,1992-11-08,H,Los Angeles Kings,4,11,L,,40,42,2,,1,49,46,3,,1,,,,,,,,,,,
1993,SJS,1992-11-10,A,Vancouver Canucks,2,6,L,,24,21,1,,0,28,17,4,,0,,,,,,,,,,,
2013,SJS,2013-01-20,A,Calgary Flames,4,1,W,,29,6,2,,0,32,12,1,,0,44,51,46.3,31,39,44.3,35,22,61.4,41.4,108.3
2010,SJS,2009-10-06,A,Los Angeles Kings,4,6,L,,29,20,4,,0,30,18,1,,0,37,51,42.0,29,38,43.3,27,20,57.4,45.8,80.8
2010,SJS,2009-10-08,H,Columbus Blue Jackets,6,3,W,,28,20,0,,0,27,20,1,,0,43,39,52.4,25,31,44.6,25,25,50.0,48.2,114.7
2002,SJS,2001-10-20,A,New York Islanders,2,2,T,OT,37,18,0,,0,40,16,0,,0,,,,,,,,,,,
2002,SJS,2001-10-22,A,New York Rangers,5,1,W,,31,26,2,,1,32,14,0,,0,,,,,,,,,,,
2001,SJS,2000-10-24,A,Carolina Hurricanes,3,2,W,,26,22,0,,1,28,13,1,,0,,,,,,,,,,,
2001,SJS,2000-10-25,A,Columbus Blue Jackets,3,1,W,,22,25,0,,0,36,15,0,,0,,,,,,,,,,,
2006,SJS,2005-10-17,A,Detroit Red Wings,2,3,L,OT,28,14,1,,0,34,14,2,,0,,,,,,,,,,,
2006,SJS,2005-10-19,A,Minnesota Wild,1,6,L,,35,9,0,,0,25,15,0,,1,,,,,,,,,,,
1997,SJS,1996-10-27,A,Chicago Blackhawks,6,2,W,,22,37,1,,0,27,28,2,,0,,,,,,,,,,,
1997,SJS,1996-10-30,H,Calgary Flames,3,1,W,,35,8,1,,0,24,10,1,,0,,,,,,,,,,,
2007,SJS,2006-10-17,H,Dallas Stars,2,0,W,,23,19,0,,0,32,15,,,,,,,,,,,,,,
2007,SJS,2006-10-19,H,Detroit Red Wings,5,1,W,,22,18,5,,0,22,32,1,,0,,,,,,,,,,,
1995,SJS,1995-02-22,A,St. Louis Blues,3,4,L,,39,13,0,,0,28,15,0,,0,,,,,,,,,,,
1995,SJS,1995-02-24,H,Calgary Flames,0,3,L,,17,9,0,,0,28,6,1,,0,,,,,,,,,,,
1995,SJS,1995-02-26,H,Vancouver Canucks,1,5,L,,27,25,0,,0,31,13,2,,0,,,,,,,,,,,
2000,SJS,1999-10-20,A,Detroit Red Wings,3,6,L,,19,6,0,,0,36,6,0,,0,,,,,,,,,,,
2000,SJS,1999-10-23,H,Boston Bruins,1,3,L,,32,12,1,,0,32,12,3,,0,,,,,,,,,,,
2003,SJS,2002-10-31,A,Minnesota Wild,1,2,L,OT,20,16,0,,0,29,10,0,,0,,,,,,,,,,,
2003,SJS,2002-11-03,A,Mighty Ducks of Anaheim,4,3,W,,17,12,2,,1,19,12,1,,0,,,,,,,,,,,
