year,team,date_game,game_location,opp_name,goals,opp_goals,game_outcome,overtimes,shots,pen_min,goals_pp,chances_pp,goals_sh,shots_against,pen_min_opp,goals_against_pp,opp_chances_pp,goals_against_sh,corsi_for,corsi_against,corsi_pct,fenwick_for,fenwick_against,fenwick_pct,faceoff_wins,faceoff_losses,faceoff_percentage,zs_offense_pct,pdo
1996,DAL,1995-11-08,H,Los Angeles Kings,3,3,T,OT,55,8,0,,0,24,10,0,,0,,,,,,,,,,,
1994,DAL,1993-11-13,A,Winnipeg Jets,3,2,W,,20,17,0,,0,37,15,1,,0,,,,,,,,,,,
2004,DAL,2003-10-22,H,Toronto Maple Leafs,1,3,L,,16,15,0,,0,24,13,1,,0,,,,,,,,,,,
2002,DAL,2001-10-20,H,Chicago Blackhawks,2,2,T,OT,25,8,1,,0,32,10,1,,0,,,,,,,,,,,
1999,DAL,1998-11-20,H,New York Islanders,4,2,W,,26,12,2,,0,17,16,0,,0,,,,,,,,,,,
1999,DAL,1998-11-21,A,St. Louis Blues,3,3,T,OT,18,15,2,,0,34,21,1,,0,,,,,,,,,,,
2008,DAL,2007-10-03,A,Colorado Avalanche,3,4,L,,34,4,2,,0,23,4,0,,0,,,,,,,,,,,
2006,DAL,2005-10-13,A,Calgary Flames,3,2,W,OT,22,18,2,,0,20,22,0,,0,,,,,,,,,,,
2007,DAL,2006-10-07,H,New Jersey Devils,3,1,W,,31,31,0,,1,20,13,1,,0,,,,,,,,,,,
1997,DAL,1996-11-11,A,Mighty Ducks of Anaheim,3,2,W,,38,6,2,,0,21,10,0,,0,,,,,,,,,,,
2003,DAL,2002-10-19,A,St. Louis Blues,3,5,L,,26,26,1,,1,27,14,3,,0,,,,,,,,,,,
2000,DAL,1999-10-30,H,Tampa Bay Lightning,1,2,L,,23,18,1,,0,31,16,0,,0,,,,,,,,,,,
2001,DAL,2000-10-28,A,St. Louis Blues,3,4,L,OT,24,11,0,,0,30,11,0,,0,,,,,,,,,,,
1995,DAL,1995-02-26,H,Chicago Blackhawks,1,2,L,,24,39,1,,0,29,37,0,,0,,,,,,,,,,,
1998,DAL,1997-10-24,A,Chicago Blackhawks,2,0,W,,27,21,1,,0,22,17,,,,,,,,,,,,,,
1996,DAL,1995-11-09,A,Colorado Avalanche,1,1,T,OT,17,19,1,,0,30,41,0,,0,,,,,,,,,,,
1994,DAL,1993-11-14,A,Chicago Blackhawks,1,4,L,,34,36,1,,0,32,28,1,,0,,,,,,,,,,,
2004,DAL,2003-10-24,A,Detroit Red Wings,0,4,L,,22,2,0,,0,23,6,0,,1,,,,,,,,,,,
2009,DAL,2008-10-10,H,Columbus Blue Jackets,4,5,L,OT,31,13,1,,0,27,41,0,,0,37,36,50.7,25,28,47.2,16,24,40.0,50.4,98.3
2002,DAL,2001-10-24,A,Pittsburgh Penguins,2,3,L,,33,14,0,,0,26,8,0,,0,,,,,,,,,,,
2002,DAL,2001-10-26,A,Detroit Red Wings,5,3,W,,45,12,3,,0,45,16,2,,0,,,,,,,,,,,
1999,DAL,1998-11-23,H,San Jose Sharks,3,2,W,,21,28,0,,0,18,12,2,,0,,,,,,,,,,,
1999,DAL,1998-11-25,H,New Jersey Devils,2,5,L,,18,10,2,,0,25,12,0,,0,,,,,,,,,,,
2008,DAL,2007-10-05,H,Boston Bruins,4,1,W,,18,20,1,,0,25,18,1,,0,,,,,,,,,,,
2006,DAL,2005-10-14,A,Edmonton Oilers,3,2,W,,25,15,1,,0,36,9,0,,0,,,,,,,,,,,
2007,DAL,2006-10-12,A,Los Angeles Kings,4,1,W,,29,20,1,,0,33,14,0,,0,,,,,,,,,,,
1997,DAL,1996-11-13,H,Calgary Flames,3,3,T,OT,38,12,1,,0,26,12,1,,0,,,,,,,,,,,
2003,DAL,2002-10-20,H,Washington Capitals,5,2,W,,30,13,1,,0,28,21,0,,0,,,,,,,,,,,
2000,DAL,1999-11-03,H,Buffalo Sabres,1,3,L,,19,12,0,,0,24,14,1,,1,,,,,,,,,,,
2001,DAL,2000-11-01,H,Columbus Blue Jackets,4,0,W,,29,2,0,,0,14,4,,,,,,,,,,,,,,
1995,DAL,1995-02-28,A,Winnipeg Jets,4,0,W,,22,19,2,,0,26,31,,,,,,,,,,,,,,
1998,DAL,1997-10-25,H,Colorado Avalanche,3,1,W,,29,18,0,,0,26,16,0,,0,,,,,,,,,,,
1996,DAL,1995-11-14,A,Pittsburgh Penguins,2,4,L,,33,6,1,,0,33,12,2,,0,,,,,,,,,,,
1994,DAL,1993-11-14,A,Chicago Blackhawks,1,4,L,,34,36,1,,0,32,28,1,,0,,,,,,,,,,,
1994,DAL,1993-11-17,H,Tampa Bay Lightning,4,3,W,,32,40,2,,1,20,40,0,,1,,,,,,,,,,,
2004,DAL,2003-10-25,A,Columbus Blue Jackets,3,2,W,,34,38,0,,0,27,16,1,,0,,,,,,,,,,,
2009,DAL,2008-10-11,A,Nashville Predators,1,3,L,,20,48,0,,0,32,34,2,,0,32,41,43.8,27,30,47.4,15,20,42.9,61.0,101.5
2002,DAL,2001-10-28,A,New York Islanders,2,3,L,OT,43,10,1,,0,46,23,1,,0,,,,,,,,,,,
2002,DAL,2001-10-29,A,New York Rangers,2,4,L,,38,13,1,,0,23,15,1,,0,,,,,,,,,,,
1999,DAL,1998-11-27,H,Washington Capitals,4,0,W,,15,32,1,,0,15,36,,,,,,,,,,,,,,
2010,DAL,2009-10-03,H,Nashville Predators,2,3,L,SO,40,8,1,,0,26,10,1,,0,58,36,61.7,46,24,65.7,24,25,49.0,62.4,98.3
2008,DAL,2007-10-06,A,Nashville Predators,1,5,L,,29,18,0,,0,22,26,1,,0,,,,,,,,,,,
2008,DAL,2007-10-10,H,Los Angeles Kings,5,1,W,,27,10,1,,1,33,12,0,,0,,,,,,,,,,,
2006,DAL,2005-10-16,A,Vancouver Canucks,2,5,L,,20,35,0,,0,35,15,3,,0,,,,,,,,,,,
2006,DAL,2005-10-20,H,Los Angeles Kings,2,7,L,,30,28,2,,0,28,22,1,,0,,,,,,,,,,,
2007,DAL,2006-10-14,A,Los Angeles Kings,4,1,W,,28,35,3,,0,25,35,1,,0,,,,,,,,,,,
1997,DAL,1996-11-15,H,Mighty Ducks of Anaheim,4,3,W,,38,15,1,,0,21,21,0,,0,,,,,,,,,,,
2003,DAL,2002-10-24,A,Calgary Flames,3,3,T,OT,31,20,0,,0,42,18,0,,0,,,,,,,,,,,
2003,DAL,2002-10-26,A,Vancouver Canucks,4,1,W,,30,13,0,,1,28,9,1,,0,,,,,,,,,,,
2000,DAL,1999-11-05,A,Phoenix Coyotes,6,4,W,,22,17,1,,0,35,13,1,,0,,,,,,,,,,,
2000,DAL,1999-11-06,A,San Jose Sharks,1,2,L,,33,46,0,,0,25,31,1,,0,,,,,,,,,,,
2001,DAL,2000-11-03,A,Phoenix Coyotes,2,2,T,OT,32,6,1,,0,17,8,0,,1,,,,,,,,,,,
2001,DAL,2000-11-11,H,Montreal Canadiens,2,0,W,,20,13,1,,0,24,13,,,,,,,,,,,,,,
1995,DAL,1995-03-01,A,Edmonton Oilers,5,3,W,,28,12,2,,0,24,23,2,,1,,,,,,,,,,,
1998,DAL,1997-10-28,A,New York Rangers,3,2,W,,25,4,0,,0,29,8,0,,0,,,,,,,,,,,
1996,DAL,1995-11-15,A,Buffalo Sabres,1,2,L,,30,12,0,,0,19,12,0,,0,,,,,,,,,,,
1994,DAL,1993-11-20,H,Calgary Flames,4,3,W,,35,42,2,,0,24,56,3,,0,,,,,,,,,,,
2004,DAL,2003-10-29,H,Calgary Flames,4,3,W,OT,28,18,1,,0,17,18,0,,0,,,,,,,,,,,
2009,DAL,2008-10-15,H,Nashville Predators,6,4,W,,28,12,1,,0,19,12,1,,0,41,33,55.4,32,25,56.1,14,35,28.6,52.7,106.3
2011,DAL,2010-10-08,A,New Jersey Devils,4,3,W,OT,28,6,0,,0,30,6,1,,0,46,42,52.3,38,34,52.8,22,13,62.9,38.1,107.7
