year,team,opp,date_game,player,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
2010,TBL,CAR,2010-01-18,Antero Niittymaki,W,2,22,20,.909,0,0,60:00
2010,ATL,CAR,2010-01-21,Empty Net,,1,1,0,.000,0,0,
2002,NJD,CAR,2002-04-03,Martin Brodeur,W,2,26,24,.923,0,0,59:58
2014,FLA,CAR,2014-01-18,Tim Thomas,L,3,39,36,.923,0,0,59:03
2012,WSH,CAR,2012-01-20,Tomas Vokoun,L,3,33,30,.909,0,0,59:46
1999,BOS,CAR,1999-05-02,Byron Dafoe,W,0,31,31,1.000,1,2,60:00
2001,OTT,CAR,2001-04-01,Patrick Lalime,L,3,35,32,.914,0,0,61:16
1999,BOS,CAR,1999-04-30,Byron Dafoe,W,3,40,37,.925,0,0,94:45
2007,FLA,CAR,2007-04-07,Craig Anderson,O,5,53,48,.906,0,0,64:27
2011,TOR,CAR,2011-01-24,Jean-Sebastien Giguere,L,5,27,22,.815,0,0,59:12
2004,FLA,CAR,2004-04-04,Roberto Luongo,T,6,32,26,.813,0,0,65:00
2001,STL,CAR,2001-04-03,Roman Turek,T,2,27,25,.926,0,2,65:00
2008,FLA,CAR,2008-04-04,Craig Anderson,W,2,28,26,.929,0,0,40:00
2011,TOR,CAR,2011-01-24,Empty Net,,1,1,0,.000,0,0,
2008,FLA,CAR,2008-04-04,Tomas Vokoun,,1,18,17,.944,0,0,20:00
2006,MTL,CAR,2006-04-24,Cristobal Huet,W,5,46,41,.891,0,0,82:32
2004,CAR,BOS,2004-03-30,Kevin Weekes,L,3,29,26,.897,0,0,58:35
2010,CAR,ATL,2010-01-16,Cam Ward,L,4,36,32,.889,0,0,59:38
2014,CAR,CGY,2014-01-13,Anton Khudobin,L,2,29,27,.931,0,0,59:13
2012,CAR,PIT,2012-01-17,Cam Ward,O,1,41,40,.976,0,0,65:00
2010,CAR,ATL,2010-01-16,Empty Net,,1,1,0,.000,0,0,
2011,CAR,PIT,2011-01-22,Cam Ward,L,3,31,28,.903,0,0,59:03
2001,CAR,WSH,2001-03-28,Arturs Irbe,L,4,21,17,.810,0,0,33:30
2004,CAR,FLA,2004-03-29,Arturs Irbe,L,2,25,23,.920,0,0,59:23
2008,CAR,TBL,2008-04-02,Cam Ward,W,2,25,23,.920,0,0,60:00
2009,CAR,TBL,2009-01-29,Cam Ward,W,2,29,27,.931,0,0,59:44
2001,CAR,WSH,2001-03-28,Tyler Moss,,3,20,17,.850,0,0,26:30
2004,CAR,FLA,2004-03-29,Empty Net,,1,1,0,.000,0,0,
2006,CAR,MTL,2006-04-22,Martin Gerber,L,6,21,15,.714,0,2,60:00
1999,CAR,BOS,1999-04-28,Arturs Irbe,L,3,29,26,.897,0,0,59:20
1999,CAR,BOS,1999-04-26,Arturs Irbe,W,2,26,24,.923,0,0,60:00
2011,CAR,NYR,2011-01-20,Cam Ward,W,1,40,39,.975,0,0,60:00
2006,CAR,BUF,2006-04-18,Martin Gerber,L,4,34,30,.882,0,0,60:00
2001,CAR,WSH,2001-03-30,Arturs Irbe,W,3,21,18,.857,0,0,63:03
1999,CAR,BOS,1999-04-28,Empty Net,,1,1,0,.000,0,0,
