year,team,opp,date_game,player,decision,goals_against,shots_against,saves,save_pct,shutouts,pen_min,time_on_ice
2011,CAR,PHI,2011-11-14,Brian Boucher,\,1,11,10,.909,0,0,31:41
2003,CAR,MTL,2003-12-27,Kevin Weekes,W,1,19,18,.947,0,0,60:39
2002,CAR,NYR,2002-12-31,Arturs Irbe,L,2,22,20,.909,0,0,58:26
2005,CAR,PHI,2005-12-29,Cam Ward,O,4,40,36,.900,0,0,61:27
2000,CAR,BOS,2000-01-06,Arturs Irbe,W,3,33,30,.909,0,0,60:00
2000,CAR,PHI,2000-12-23,Arturs Irbe,L,2,25,23,.920,0,0,63:34
2011,CAR,PHI,2011-11-14,Cam Ward,L,4,17,13,.765,0,0,26:58
2006,CAR,TBL,2006-12-16,Cam Ward,W,2,32,30,.938,0,0,60:00
2000,CAR,MDA,2000-01-07,Eric Fichaud,T,1,8,7,.875,0,0,38:59
2000,CAR,NYI,2000-12-19,Arturs Irbe,L,2,29,27,.931,0,0,58:55
2002,CAR,ATL,2002-12-27,Kevin Weekes,L,5,28,23,.821,0,0,59:06
1998,CAR,SJS,1998-03-02,Trevor Kidd,W,1,44,43,.977,0,0,60:00
1998,CAR,NJD,1998-02-28,Trevor Kidd,L,4,21,17,.810,0,0,59:52
2000,CAR,MDA,2000-01-07,Arturs Irbe,,3,18,15,.833,0,0,25:41
1999,CAR,NSH,1999-01-02,Trevor Kidd,W,1,27,26,.963,0,0,59:59
2001,CAR,NYR,2001-12-10,Tom Barrasso,W,3,43,40,.930,0,0,62:36
1999,CAR,FLA,1999-01-01,Arturs Irbe,T,3,33,30,.909,0,0,65:00
2006,CAR,PHI,2006-12-19,Cam Ward,W,1,30,29,.967,0,0,60:00
2005,CAR,OTT,2005-12-28,Martin Gerber,L,5,28,23,.821,0,0,40:32
2005,CAR,OTT,2005-12-28,Cam Ward,,1,8,7,.875,0,0,19:28
2002,CAR,NYI,2002-12-28,Kevin Weekes,L,3,29,26,.897,0,0,59:54
2008,FLA,CAR,2008-11-24,Tomas Vokoun,W,2,29,27,.931,0,0,60:00
1999,OTT,CAR,1999-01-04,Ron Tugnutt,T,1,14,13,.929,0,0,49:30
1999,OTT,CAR,1999-01-04,Damian Rhodes,,3,10,7,.700,0,0,15:30
2003,BUF,CAR,2003-01-03,Ryan Miller,W,3,28,25,.893,0,0,59:56
2001,BUF,CAR,2001-12-14,Mika Noronen,W,2,24,22,.917,0,0,60:50
2003,BUF,CAR,2003-12-26,Mika Noronen,W,1,31,30,.968,0,0,60:00
2007,CGY,CAR,2007-12-14,Miikka Kiprusoff,W,3,36,33,.917,0,0,60:00
2007,PHI,CAR,2007-12-15,Martin Biron,O,5,34,29,.853,0,0,64:43
2013,MIN,CAR,2013-11-09,Josh Harding,W,2,29,27,.931,0,0,65:00
2013,FLA,CAR,2013-03-02,Scott Clemmensen,L,6,33,27,.818,0,0,57:38
2013,FLA,CAR,2013-03-02,Jose Theodore,\,0,1,1,1.000,0,0,2:22
2001,FLA,CAR,2001-12-12,Trevor Kidd,,1,9,8,.889,0,0,33:33
2001,FLA,CAR,2001-12-12,Roberto Luongo,L,3,9,6,.667,0,0,26:24
2010,OTT,CAR,2010-11-17,Pascal Leclaire,,3,12,9,.750,0,0,43:09
2010,OTT,CAR,2010-11-17,Brian Elliott,L,4,16,12,.750,0,0,16:39
2009,MIN,CAR,2009-11-15,Niklas Backstrom,O,4,35,31,.886,0,0,65:00
2000,NYI,CAR,2000-12-19,John Vanbiesbrouck,W,1,21,20,.952,0,0,59:58
2003,MTL,CAR,2003-12-27,Jose Theodore,L,2,26,24,.923,0,0,60:39
2002,NYR,CAR,2002-12-31,Mike Dunham,W,0,30,30,1.000,1,0,60:00
2005,PHI,CAR,2005-12-29,Antero Niittymaki,W,3,28,25,.893,0,0,61:26
2000,BOS,CAR,2000-01-06,Byron Dafoe,L,7,36,29,.806,0,0,60:00
2000,PHI,CAR,2000-12-23,Roman Cechmanek,W,1,36,35,.972,0,0,63:47
2011,PHI,CAR,2011-11-14,Sergei Bobrovsky,W,3,20,17,.850,0,0,59:53
2006,TBL,CAR,2006-12-16,Marc Denis,L,3,27,24,.889,0,0,59:19
2000,MDA,CAR,2000-01-07,Dominic Roussel,T,4,43,39,.907,0,0,64:56
1999,NSH,CAR,1999-01-02,Tomas Vokoun,L,3,21,18,.857,0,0,59:20
2002,ATL,CAR,2002-12-27,Milan Hnilicka,W,3,38,35,.921,0,0,60:00
2001,NYR,CAR,2001-12-10,Mike Richter,L,4,40,36,.900,0,0,62:36
1998,SJS,CAR,1998-03-02,Kelly Hrudey,L,3,17,14,.824,0,0,58:44
1998,NJD,CAR,1998-02-28,Martin Brodeur,W,3,24,21,.875,0,0,60:00
1999,NSH,CAR,1999-01-02,Empty Net,,1,1,0,.000,0,0,
1999,FLA,CAR,1999-01-01,Sean Burke,T,3,28,25,.893,0,0,65:00
2006,PHI,CAR,2006-12-19,Antero Niittymaki,L,2,42,40,.952,0,0,59:06
2005,OTT,CAR,2005-12-28,Dominik Hasek,W,2,35,33,.943,0,0,60:00
2002,NYI,CAR,2002-12-28,Chris Osgood,W,0,25,25,1.000,1,0,60:00
2003,CAR,DAL,2003-12-22,Kevin Weekes,L,3,27,24,.889,0,0,58:32
2007,CAR,OTT,2007-12-12,Cam Ward,L,6,26,20,.769,0,0,59:59
2008,CAR,NSH,2008-11-23,Cam Ward,L,5,30,25,.833,0,0,60:00
2009,CAR,NYI,2009-11-13,Manny Legace,O,4,25,21,.840,0,0,64:40
2011,CAR,PIT,2011-11-12,Cam Ward,W,3,40,37,.925,0,0,60:00
2007,CAR,DET,2007-12-09,Cam Ward,L,5,38,33,.868,0,0,60:00
2010,CAR,MTL,2010-11-13,Cam Ward,L,4,22,18,.818,0,0,35:31
2005,CAR,TBL,2005-12-26,Martin Gerber,O,5,41,36,.878,0,0,64:25
1998,CAR,BOS,1998-02-07,Trevor Kidd,W,1,35,34,.971,0,0,60:00
2010,CAR,MTL,2010-11-13,Justin Peters,,3,11,8,.727,0,0,24:26
2013,CAR,NYI,2013-11-07,Justin Peters,W,0,21,21,1.000,1,0,60:00
2013,CAR,PIT,2013-02-28,Cam Ward,W,1,27,26,.963,0,0,60:00
1998,CAR,TBL,1998-02-04,Trevor Kidd,T,3,24,21,.875,0,0,65:00
2000,CAR,OTT,2000-01-04,Arturs Irbe,L,2,23,21,.913,0,0,58:53
2006,CAR,TOR,2006-12-15,Cam Ward,L,4,25,21,.840,0,0,58:48
2000,CAR,BUF,2000-12-15,Arturs Irbe,W,3,28,25,.893,0,0,60:00
2006,CAR,COL,2006-12-11,John Grahame,L,5,30,25,.833,0,0,59:57
2002,CAR,DAL,2002-12-22,Kevin Weekes,W,0,28,28,1.000,1,0,60:00
2000,CAR,BOS,2000-12-16,Arturs Irbe,L,4,34,30,.882,0,0,59:57
2000,CAR,ATL,2000-01-01,Arturs Irbe,W,2,26,24,.923,0,0,60:00
2008,CAR,PHX,2008-11-21,Cam Ward,W,2,28,26,.929,0,0,59:52
2001,CAR,BUF,2001-12-04,Arturs Irbe,L,4,24,20,.833,0,0,58:56
1998,CAR,TBL,1998-12-30,Arturs Irbe,W,3,27,24,.889,0,2,59:53
2007,CAR,MTL,2007-12-08,Cam Ward,W,1,36,35,.972,0,0,60:00
2011,CAR,NYR,2011-11-11,Cam Ward,L,5,40,35,.875,0,0,60:00
2013,CAR,WSH,2013-02-26,Cam Ward,L,3,40,37,.925,0,0,60:00
2001,CAR,FLA,2001-12-08,Tom Barrasso,W,2,36,34,.944,0,0,59:54
2010,CAR,PHI,2010-11-11,Justin Peters,,4,13,9,.692,0,0,34:00
2010,CAR,PHI,2010-11-11,Cam Ward,L,4,13,9,.692,0,0,25:58
1998,CAR,NYR,1998-12-26,Trevor Kidd,L,3,12,9,.750,0,0,32:27
2000,CAR,MIN,2000-12-13,Arturs Irbe,T,1,29,28,.966,0,0,65:00
2007,CAR,TBL,2007-12-06,Cam Ward,L,2,32,30,.938,0,0,58:26
2009,CAR,LAK,2009-11-11,Manny Legace,L,4,30,26,.867,0,0,59:44
2009,CAR,LAK,2009-11-11,Empty Net,,1,1,0,.000,0,0,
2013,CAR,PHI,2013-11-05,Justin Peters,W,1,29,28,.966,0,2,62:03
2005,CAR,FLA,2005-12-23,Martin Gerber,W,3,25,22,.880,0,0,59:37
2003,DAL,CAR,2003-12-22,Marty Turco,W,1,17,16,.941,0,0,59:57
2003,CAR,BOS,2003-12-20,Kevin Weekes,W,1,37,36,.973,0,0,60:00
1998,CAR,NYR,1998-12-26,Arturs Irbe,,3,8,5,.625,0,0,27:33
2005,CAR,TBL,2005-12-20,Martin Gerber,W,4,24,20,.833,0,0,59:57
2007,OTT,CAR,2007-12-12,Martin Gerber,,0,31,31,1.000,0,0,54:27
2008,NSH,CAR,2008-11-23,Dan Ellis,W,2,26,24,.923,0,0,59:29
2009,NYI,CAR,2009-11-13,Martin Biron,W,3,28,25,.893,0,0,63:46
2007,OTT,CAR,2007-12-12,Ray Emery,W,0,1,1,1.000,0,0,5:24
2011,PIT,CAR,2011-11-12,Brent Johnson,L,5,26,21,.808,0,0,58:31
2007,DET,CAR,2007-12-09,Dominik Hasek,W,2,17,15,.882,0,0,60:00
2010,MTL,CAR,2010-11-13,Carey Price,W,2,30,28,.933,0,0,60:00
2005,TBL,CAR,2005-12-26,John Grahame,W,4,30,26,.867,0,0,63:59
1998,BOS,CAR,1998-02-07,Byron Dafoe,L,2,26,24,.923,0,0,58:41
1998,BOS,CAR,1998-02-07,Empty Net,,1,1,0,.000,0,0,
2000,CAR,CGY,2000-12-09,Tyler Moss,,4,22,18,.818,0,0,47:17
2000,OTT,CAR,2000-01-04,Patrick Lalime,W,1,21,20,.952,0,0,60:00
2013,NYI,CAR,2013-11-07,Kevin Poulin,L,1,24,23,.958,0,0,58:42
2013,PIT,CAR,2013-02-28,Marc-Andre Fleury,L,4,29,25,.862,0,0,58:34
1998,TBL,CAR,1998-02-04,Mark Fitzpatrick,T,3,44,41,.932,0,0,65:00
2000,CAR,CGY,2000-12-09,Arturs Irbe,L,3,7,4,.571,0,0,12:42
2006,TOR,CAR,2006-12-15,Andrew Raycroft,W,3,32,29,.906,0,0,59:38
2000,BUF,CAR,2000-12-15,Dominik Hasek,L,4,21,17,.810,0,0,40:24
2006,COL,CAR,2006-12-11,Peter Budaj,W,2,28,26,.929,0,0,59:49
2002,DAL,CAR,2002-12-22,Marty Turco,L,1,26,25,.962,0,0,58:13
2001,BUF,CAR,2001-12-04,Martin Biron,W,2,27,25,.926,0,0,60:00
2000,BOS,CAR,2000-12-16,Byron Dafoe,W,1,18,17,.944,0,0,60:00
2000,BUF,CAR,2000-12-15,Martin Biron,,1,4,3,.750,0,0,17:47
2000,ATL,CAR,2000-01-01,Scott Fankhouser,L,4,29,25,.862,0,0,59:16
2008,PHX,CAR,2008-11-21,Ilya Bryzgalov,L,4,32,28,.875,0,0,59:08
2008,PHX,CAR,2008-11-21,Empty Net,,1,1,0,.000,0,0,
1998,TBL,CAR,1998-12-30,Bill Ranford,L,4,38,34,.895,0,0,59:15
2007,MTL,CAR,2007-12-08,Carey Price,L,4,30,26,.867,0,0,40:00
2007,MTL,CAR,2007-12-08,Jaroslav Halak,,1,6,5,.833,0,0,19:59
2011,NYR,CAR,2011-11-11,Henrik Lundqvist,W,1,35,34,.971,0,0,60:00
2013,WSH,CAR,2013-02-26,Braden Holtby,W,0,33,33,1.000,1,0,59:53
2001,FLA,CAR,2001-12-08,Roberto Luongo,L,3,27,24,.889,0,0,59:05
2010,PHI,CAR,2010-11-11,Sergei Bobrovsky,W,1,36,35,.972,0,0,60:00
2000,MIN,CAR,2000-12-13,Manny Fernandez,T,1,19,18,.947,0,0,65:00
2007,TBL,CAR,2007-12-06,Johan Holmqvist,W,1,24,23,.958,0,0,60:00
2009,LAK,CAR,2009-11-11,Erik Ersberg,W,2,24,22,.917,0,0,60:00
2013,PHI,CAR,2013-11-05,Steve Mason,O,2,38,36,.947,0,0,62:40
2005,FLA,CAR,2005-12-23,Roberto Luongo,L,4,39,35,.897,0,0,58:59
2003,BOS,CAR,2003-12-20,Andrew Raycroft,L,2,25,23,.920,0,0,59:25
1998,NYR,CAR,1998-12-26,Mike Richter,W,3,22,19,.864,0,0,60:00
2005,TBL,CAR,2005-12-20,Sean Burke,L,6,30,24,.800,0,0,58:17
2000,CGY,CAR,2000-12-09,Mike Vernon,W,2,25,23,.920,0,0,60:00
1999,CAR,NSH,1999-12-28,Arturs Irbe,L,3,29,26,.897,0,0,59:02
1998,CAR,NYR,1998-12-23,Arturs Irbe,W,0,29,29,1.000,1,0,60:00
2002,CAR,ATL,2002-12-20,Kevin Weekes,W,2,34,32,.941,0,2,63:35
2002,CAR,TBL,2002-12-18,Arturs Irbe,T,1,22,21,.955,0,0,65:00
2011,CAR,NJD,2011-11-08,Cam Ward,L,3,36,33,.917,0,0,59:38
1998,CAR,BUF,1998-12-21,Trevor Kidd,L,3,32,29,.906,0,0,58:42
1998,CAR,BUF,1998-12-21,Empty Net,,1,1,0,.000,0,0,
2001,CAR,WSH,2001-12-02,Tom Barrasso,L,4,27,23,.852,0,0,63:24
2001,CAR,WSH,2001-11-30,Tom Barrasso,,2,17,15,.882,0,0,46:10
2005,CAR,NJD,2005-12-17,Martin Gerber,W,1,23,22,.957,0,0,59:48
2005,CAR,CBJ,2005-12-15,Martin Gerber,W,1,26,25,.962,0,0,59:51
1998,CAR,MTL,1998-02-01,Trevor Kidd,L,2,12,10,.833,0,0,39:47
1998,CAR,MTL,1998-02-01,Kirk McLean,,3,9,6,.667,0,0,19:59
2007,CAR,NYR,2007-12-03,Cam Ward,W,0,28,28,1.000,1,0,60:00
1999,CAR,FLA,1999-12-26,Arturs Irbe,W,3,28,25,.893,0,2,60:27
2010,CAR,EDM,2010-11-09,Cam Ward,W,1,22,21,.955,0,0,60:00
2013,CAR,NYI,2013-02-24,Cam Ward,W,2,25,23,.920,0,0,59:38
2006,CAR,VAN,2006-12-08,Cam Ward,O,4,31,27,.871,0,0,62:49
2001,CAR,WSH,2001-11-30,Arturs Irbe,L,4,10,6,.600,0,0,13:50
1998,CAR,MTL,1998-02-01,Empty Net,,1,1,0,.000,0,0,
2003,CAR,VAN,2003-12-14,Kevin Weekes,,1,23,22,.957,0,0,48:48
2003,CAR,PIT,2003-12-18,Kevin Weekes,W,1,11,10,.909,0,0,62:01
2000,CAR,OTT,2000-12-03,Arturs Irbe,L,2,19,17,.895,0,0,58:50
2003,CAR,VAN,2003-12-14,Jamie Storr,L,1,9,8,.889,0,0,15:25
2009,CAR,CBJ,2009-11-07,Michael Leighton,L,3,22,19,.864,0,0,51:10
2008,CAR,MTL,2008-11-18,Cam Ward,W,1,29,28,.966,0,0,59:30
1998,CAR,TBL,1998-01-28,Trevor Kidd,W,2,30,28,.933,0,0,60:00
2006,CAR,CGY,2006-12-05,John Grahame,L,2,31,29,.935,0,0,59:37
2000,CAR,ATL,2000-12-06,Arturs Irbe,W,3,21,18,.857,0,0,60:00
2009,CAR,CBJ,2009-11-07,Cam Ward,,0,4,4,1.000,0,0,7:35
2013,CAR,NYR,2013-11-02,Justin Peters,L,5,38,33,.868,0,0,59:57
1998,CAR,NYI,1998-01-30,Trevor Kidd,L,2,25,23,.920,0,0,58:57
2006,CAR,CGY,2006-12-05,Empty Net,,1,1,0,.000,0,0,
1999,CAR,OTT,1999-12-23,Eric Fichaud,L,4,35,31,.886,0,0,58:46
2007,CAR,BUF,2007-12-01,John Grahame,L,8,25,17,.680,0,0,59:52
1998,CAR,OTT,1998-12-18,Arturs Irbe,L,5,30,25,.833,0,0,47:23
2006,CAR,EDM,2006-12-06,Cam Ward,L,3,24,21,.875,0,0,58:36
1998,CAR,OTT,1998-12-18,Trevor Kidd,,0,4,4,1.000,0,0,12:37
2002,CAR,MIN,2002-12-15,Arturs Irbe,L,2,15,13,.867,0,0,58:46
1999,NSH,CAR,1999-12-28,Tomas Vokoun,W,2,29,27,.931,0,0,60:00
1999,CAR,DET,1999-12-22,Arturs Irbe,L,4,26,22,.846,0,0,60:00
1998,CAR,BUF,1998-12-19,Trevor Kidd,W,2,40,38,.950,0,0,59:59
2002,ATL,CAR,2002-12-20,Byron Dafoe,L,3,40,37,.925,0,0,63:52
2002,TBL,CAR,2002-12-18,Nikolai Khabibulin,T,1,28,27,.964,0,0,65:00
1998,NYR,CAR,1998-12-23,Mike Richter,L,1,25,24,.960,0,0,59:16
2001,WSH,CAR,2001-12-02,Olaf Kolzig,W,3,26,23,.885,0,0,62:49
2005,NJD,CAR,2005-12-17,Martin Brodeur,L,4,25,21,.840,0,0,59:55
2005,CBJ,CAR,2005-12-15,Pascal Leclaire,L,2,32,30,.938,0,0,59:18
1998,MTL,CAR,1998-02-01,Jocelyn Thibault,W,3,35,32,.914,0,0,60:00
2007,NYR,CAR,2007-12-03,Henrik Lundqvist,L,4,29,25,.862,0,0,59:56
2011,NJD,CAR,2011-11-08,Martin Brodeur,W,2,27,25,.926,0,0,60:00
1999,FLA,CAR,1999-12-26,Mikhail Shtalenkov,L,4,23,19,.826,0,0,60:23
1998,BUF,CAR,1998-12-21,Dominik Hasek,W,1,20,19,.950,0,0,59:57
2013,NYI,CAR,2013-02-24,Kevin Poulin,L,3,27,24,.889,0,0,59:24
2000,OTT,CAR,2000-12-03,Patrick Lalime,W,0,28,28,1.000,1,0,60:00
2006,VAN,CAR,2006-12-08,Roberto Luongo,W,3,39,36,.923,0,0,62:51
2001,WSH,CAR,2001-11-30,Olaf Kolzig,W,2,28,26,.929,0,0,60:00
2003,PIT,CAR,2003-12-18,Sebastien Caron,L,2,36,34,.944,0,0,62:14
2010,EDM,CAR,2010-11-09,Devan Dubnyk,,3,34,31,.912,0,0,52:38
2010,EDM,CAR,2010-11-09,Nikolai Khabibulin,L,4,8,4,.500,0,0,7:19
2013,NYI,CAR,2013-02-24,Empty Net,,1,1,0,.000,0,0,
2003,VAN,CAR,2003-12-14,Alex Auld,W,1,31,30,.968,0,0,64:13
2008,MTL,CAR,2008-11-18,Carey Price,L,2,48,46,.958,0,0,58:57
2000,ATL,CAR,2000-12-06,Milan Hnilicka,L,5,29,24,.828,0,0,49:58
2009,CBJ,CAR,2009-11-07,Steve Mason,W,2,26,24,.923,0,0,59:59
2013,NYR,CAR,2013-11-02,Henrik Lundqvist,W,1,28,27,.964,0,0,60:00
1998,NYI,CAR,1998-01-30,Tommy Salo,W,0,31,31,1.000,1,0,60:00
1998,TBL,CAR,1998-01-28,Mark Fitzpatrick,L,3,35,32,.914,0,0,59:12
2006,CGY,CAR,2006-12-05,Miikka Kiprusoff,W,0,23,23,1.000,1,0,60:00
2000,ATL,CAR,2000-12-06,Scott Fankhouser,,0,3,3,1.000,0,0,8:23
2007,BUF,CAR,2007-12-01,Ryan Miller,W,1,21,20,.952,0,0,60:00
2006,EDM,CAR,2006-12-06,Jussi Markkanen,W,1,29,28,.966,0,0,60:00
1999,OTT,CAR,1999-12-23,Ron Tugnutt,W,3,28,25,.893,0,0,59:59
1999,DET,CAR,1999-12-22,Ken Wregget,W,1,21,20,.952,0,0,60:00
1998,BUF,CAR,1998-12-19,Dominik Hasek,L,3,20,17,.850,0,0,59:11
1998,OTT,CAR,1998-12-18,Ron Tugnutt,W,1,24,23,.958,0,0,59:49
2002,MIN,CAR,2002-12-15,Dwayne Roloson,W,1,34,33,.971,0,0,60:00
2002,CAR,CGY,2002-12-12,Arturs Irbe,W,3,35,32,.914,0,2,59:48
2010,CAR,FLA,2010-11-06,Cam Ward,W,2,20,18,.900,0,0,60:00
2007,CAR,WSH,2007-11-30,Cam Ward,W,3,34,31,.912,0,0,59:30
2005,CAR,CHI,2005-12-13,Martin Gerber,W,3,20,17,.850,0,0,59:51
2008,CAR,TBL,2008-11-16,Cam Ward,W,2,28,26,.929,0,0,64:53
2005,CAR,SJS,2005-12-10,Martin Gerber,L,4,39,35,.897,0,0,59:24
2001,CAR,TOR,2001-11-27,Tom Barrasso,W,2,28,26,.929,0,0,60:00
2001,CAR,NYR,2001-11-29,Tom Barrasso,L,5,30,25,.833,0,0,60:00
2009,CAR,TOR,2009-11-06,Cam Ward,L,3,26,23,.885,0,0,58:53
2003,CAR,CGY,2003-12-11,Kevin Weekes,L,1,31,30,.968,0,0,58:59
2008,CAR,ATL,2008-11-14,Cam Ward,L,3,25,22,.880,0,0,58:14
2013,CAR,TBL,2013-02-23,Dan Ellis,L,5,39,34,.872,0,0,60:00
2011,CAR,DAL,2011-11-06,Brian Boucher,\,1,13,12,.923,0,0,36:12
2011,CAR,DAL,2011-11-06,Cam Ward,L,4,14,10,.714,0,0,23:47
2013,CAR,TBL,2013-11-01,Justin Peters,L,3,32,29,.906,0,0,59:36
2003,CAR,EDM,2003-12-09,Kevin Weekes,W,2,27,25,.926,0,0,60:00
2000,CAR,FLA,2000-11-29,Arturs Irbe,W,1,19,18,.947,0,0,61:37
2013,CAR,WPG,2013-02-21,Cam Ward,L,4,23,19,.826,0,0,59:44
1999,CAR,COL,1999-12-20,Arturs Irbe,L,4,23,19,.826,0,0,58:32
2000,CAR,PHI,2000-11-30,Arturs Irbe,W,0,25,25,1.000,1,0,60:00
1998,CAR,EDM,1998-12-15,Arturs Irbe,W,0,29,29,1.000,1,0,59:56
2006,CAR,BOS,2006-12-02,Cam Ward,W,2,19,17,.895,0,0,59:51
1998,CAR,DET,1998-12-12,Arturs Irbe,W,0,35,35,1.000,1,0,59:59
1998,CAR,FLA,1998-01-27,Kirk McLean,L,3,17,14,.824,0,0,59:32
1998,CAR,MTL,1998-01-24,Kirk McLean,W,3,24,21,.875,0,0,59:55
2002,CAR,EDM,2002-12-11,Arturs Irbe,L,4,31,27,.871,0,0,59:56
2002,CGY,CAR,2002-12-12,Roman Turek,L,4,23,19,.826,0,0,59:10
2002,CAR,OTT,2002-12-07,Arturs Irbe,L,5,36,31,.861,0,0,60:00
2010,FLA,CAR,2010-11-06,Scott Clemmensen,L,3,29,26,.897,0,0,57:38
2001,TOR,CAR,2001-11-27,Curtis Joseph,L,4,19,15,.789,0,2,59:46
2007,WSH,CAR,2007-11-30,Olaf Kolzig,L,4,19,15,.789,0,0,57:45
2005,CHI,CAR,2005-12-13,Nikolai Khabibulin,L,5,36,31,.861,0,0,60:00
2008,TBL,CAR,2008-11-16,Mike Smith,O,2,30,28,.933,0,0,64:50
2005,SJS,CAR,2005-12-10,Evgeni Nabokov,W,3,32,29,.906,0,0,60:00
2001,TOR,CAR,2001-11-27,Empty Net,,1,1,0,.000,0,0,
2001,NYR,CAR,2001-11-29,Mike Richter,W,0,22,22,1.000,1,0,60:00
2009,TOR,CAR,2009-11-06,Jonas Gustavsson,W,2,36,34,.944,0,0,60:00
2008,ATL,CAR,2008-11-14,Johan Hedberg,W,2,29,27,.931,0,0,60:00
2013,TBL,CAR,2013-02-23,Mathieu Garon,W,2,34,32,.941,0,0,59:51
2011,DAL,CAR,2011-11-06,Kari Lehtonen,W,2,32,30,.938,0,0,60:00
2013,TBL,CAR,2013-11-01,Ben Bishop,W,0,31,31,1.000,1,0,60:00
2003,CGY,CAR,2003-12-11,Miikka Kiprusoff,W,0,23,23,1.000,1,0,59:56
2003,EDM,CAR,2003-12-09,Tommy Salo,L,3,25,22,.880,0,0,58:12
2000,FLA,CAR,2000-11-29,Trevor Kidd,L,2,42,40,.952,0,0,61:29
2013,WPG,CAR,2013-02-21,Ondrej Pavelec,W,3,30,27,.900,0,0,59:27
1999,COL,CAR,1999-12-20,Rick Tabaracci,W,2,18,16,.889,0,0,60:00
2000,PHI,CAR,2000-11-30,Roman Cechmanek,L,1,26,25,.962,0,0,58:46
2000,PHI,CAR,2000-11-30,Empty Net,,1,1,0,.000,0,0,
1998,EDM,CAR,1998-12-15,Mikhail Shtalenkov,L,3,24,21,.875,0,0,60:00
2006,BOS,CAR,2006-12-02,Tim Thomas,L,5,30,25,.833,0,0,60:00
1998,FLA,CAR,1998-01-27,John Vanbiesbrouck,W,0,31,31,1.000,1,0,59:57
1998,DET,CAR,1998-12-12,Chris Osgood,L,3,26,23,.885,0,0,59:50
2002,EDM,CAR,2002-12-11,Tommy Salo,W,1,37,36,.973,0,0,59:27
1998,MTL,CAR,1998-01-24,Jocelyn Thibault,L,4,34,30,.882,0,0,59:31
2002,OTT,CAR,2002-12-07,Patrick Lalime,W,2,21,19,.905,0,0,59:50
2007,CAR,PHI,2007-11-28,Cam Ward,L,3,34,31,.912,0,0,58:39
2010,CAR,FLA,2010-11-05,Cam Ward,L,6,49,43,.878,0,0,59:13
2010,CAR,FLA,2010-11-05,Empty Net,,1,1,0,.000,0,0,
2011,CAR,WSH,2011-11-04,Cam Ward,L,5,32,27,.844,0,2,60:00
2001,CAR,TBL,2001-11-25,Arturs Irbe,L,4,28,24,.857,0,0,60:00
2007,CAR,WSH,2007-11-24,John Grahame,L,4,33,29,.879,0,0,59:04
2007,CAR,WSH,2007-11-24,Empty Net,,1,1,0,.000,0,0,
2005,CAR,LAK,2005-12-08,Martin Gerber,W,2,37,35,.946,0,0,60:00
2005,CAR,MDA,2005-12-06,Martin Gerber,W,2,37,35,.946,0,0,59:59
2003,CAR,MTL,2003-12-06,Kevin Weekes,L,3,26,23,.885,0,0,58:46
2003,CAR,MTL,2003-12-05,Kevin Weekes,T,1,27,26,.963,0,0,64:26
2008,CAR,WSH,2008-11-12,Michael Leighton,L,5,37,32,.865,0,0,59:54
2000,CAR,NSH,2000-11-26,Tyler Moss,L,3,18,15,.833,0,0,40:00
2013,CAR,MTL,2013-02-18,Cam Ward,L,3,26,23,.885,0,0,60:00
2000,CAR,NSH,2000-11-26,Arturs Irbe,,4,13,9,.692,0,0,20:00
1998,CAR,BOS,1998-12-10,Trevor Kidd,L,3,16,13,.813,0,0,58:37
2013,CAR,COL,2013-10-25,Justin Peters,L,4,34,30,.882,0,0,58:20
1998,CAR,OTT,1998-01-22,Kirk McLean,W,2,33,31,.939,0,0,60:00
2013,CAR,PIT,2013-10-28,Justin Peters,L,3,29,26,.897,0,0,58:33
2009,CAR,FLA,2009-11-04,Cam Ward,L,2,24,22,.917,0,0,59:33
2009,CAR,FLA,2009-11-04,Empty Net,,1,1,0,.000,0,0,
2006,CAR,MTL,2006-11-30,Cam Ward,W,2,27,25,.926,0,0,60:00
1998,CAR,BUF,1998-01-21,Trevor Kidd,L,2,37,35,.946,0,0,59:14
1999,CAR,ATL,1999-12-18,Eric Fichaud,W,0,23,23,1.000,0,2,54:10
2001,CAR,DAL,2001-11-21,Tom Barrasso,T,4,38,34,.895,0,0,65:00
2001,CAR,CBJ,2001-11-19,Arturs Irbe,W,2,18,16,.889,0,0,59:52
1999,CAR,ATL,1999-12-18,Arturs Irbe,,2,4,2,.500,0,0,5:44
1998,CAR,FLA,1998-12-05,Trevor Kidd,T,3,26,23,.885,0,0,64:54
1999,CAR,PIT,1999-12-15,Arturs Irbe,L,5,20,15,.750,0,0,59:29
1999,CAR,PIT,1999-12-15,Empty Net,,1,1,0,.000,0,0,
2002,CAR,FLA,2002-12-06,Arturs Irbe,L,1,24,23,.958,0,0,59:24
2002,CAR,FLA,2002-12-06,Empty Net,,1,1,0,.000,0,0,
2002,CAR,FLA,2002-12-04,Arturs Irbe,L,4,22,18,.818,0,0,59:14
2007,PHI,CAR,2007-11-28,Martin Biron,W,1,41,40,.976,0,0,60:00
2011,WSH,CAR,2011-11-04,Michal Neuvirth,W,1,25,24,.960,0,0,59:47
2010,FLA,CAR,2010-11-05,Scott Clemmensen,W,2,24,22,.917,0,0,49:11
2005,LAK,CAR,2005-12-08,Mathieu Garon,L,3,22,19,.864,0,0,59:08
